;info;enunciado;options;ano;banca;orgao;prova;articles_mentioned_enunciado;articles_mentioned_options;all_articles_mentioned;articles_numbers;paragraphs_mentioned;chapters_mentioned;titles_mentioned;incisos_mentioned;job;is_social_work;has_articles
948;Ano: 2020 Banca: FCC Órgão: AL-AP Prova: FCC - 2020 - AL-AP - Analista Legislativo - Assistente Social;No trabalho profissional do assistente social na Assembleia Legislativa, uma servidora solicitou esclarecimentos sobre a Lei Maria da Penha. Com relação à referida lei, foi informado que:;"Alternativas
A
a mulher em situação de violência doméstica tem asseguradas as condições para o exercício efetivo dos direitos à vida, à segurança, à saúde, à alimentação, à educação, à cultura, à moradia, ao acesso à justiça, ao esporte, ao lazer, ao trabalho, à cidadania, à liberdade, à dignidade, ao respeito e à convivência familiar e comunitária, e que esta garantia deve ser de responsabilidade exclusiva do Poder Público.
B
a violência doméstica e familiar contra a mulher é qualquer ação ou omissão, baseada no gênero, que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico, e dano moral ou patrimonial, mas dependem da orientação sexual da mulher.
C
tratando-se da educação dos dependentes da mulher em situação de violência doméstica e familiar, não há previsão legal que assegure a prioridade para matriculá-los ou transferi-los em instituição de educação básica mais próxima de seu domicílio, devendo frequentar a escola em que houver disponibilidade de vaga.
D
quando houver a necessidade de afastamento da mulher em situação de violência doméstica do local de trabalho, por um determinado período, o juiz não tem a prerrogativa legal para assegurar esse afastamento, cabendo essa decisão ao médico perito do Instituto Nacional do Seguro Social (INSS).
E
o juiz, para preservar integridade física e psicológica, assegurará à mulher em situação de violência doméstica e familiar o acesso prioritário à remoção quando servidora pública, integrante da Administração direta ou indireta.";2020;FCC;AL-AP ; FCC - 2020 - AL-AP - Analista Legislativo - Assistente Social;;;;;;;;;Analista Legislativo Assistente Social;1.0;0.0
951;Ano: 2020 Banca: VUNESP Órgão: Prefeitura de Cananéia - SP Prova: VUNESP - 2020 - Prefeitura de Cananéia - SP - Orientador Social;A violência doméstica contra a mulher faz parte de uma realidade que amedronta o público feminino e viola seus direitos nas mais variadas idades, etnias e estratos sociais. No Brasil, a Lei no 11.340/2006, representa uma possibilidade jurídica para resguardar os direitos da mulher. Em se tratando do atendimento à mulher em situação de violência doméstica e familiar, a Lei Maria da Penha, em seu artigo 11, I, determina que a autoridade policial deverá, entre outras providências, garantir proteção policial, quando necessário, comunicando de imediato ao Ministério Público e;"Alternativas
A
à família de origem.
B
ao Conselho da Mulher.
C
ao Poder Judiciário.
D
ao Conselho de Assistência Social.
E
ao Advogado de defesa.";2020;VUNESP;Prefeitura de Cananéia - SP ; VUNESP - 2020 - Prefeitura de Cananéia - SP - Orientador Social;['arte de uma realidade que', 'artigo 11', 'arte de', 'artigo 11, i, determina'];;['arte de uma realidade que', 'artigo 11', 'arte de', 'artigo 11, i, determina'];['11'];;;;[' i, '];Orientador Social;0.0;1.0
954;Ano: 2019 Banca: CIEE Órgão: TJ-DFT Prova: CIEE - 2019 - TJ-DFT - Estágio - Psicologia;No enfrentamento e medidas de proteção em relação à violência contra mulheres, há a importante lei, Maria da Penha (11.340/2006), que dentre os diferentes tipos de violências, refere à prática de condutas relacionadas com a retenção, subtração, destruição parcial ou total dos seus objetos, instrumentos de trabalho, documentos pessoais, bens, valores e direitos ou recursos econômicos. Assinale a alternativa que caracteriza tal prática.;"Alternativas
A
Violência psíquica.
B
Violência social.
C
Violência patrimonial
D
Violência sexual.";2019;CIEE;TJ-DFT ; CIEE - 2019 - TJ-DFT - Estágio - Psicologia;;;;;;;;;Estágio Psicologia;0.0;0.0
957;Ano: 2019 Banca: CIEE Órgão: TJ-DFT Prova: CIEE - 2019 - TJ-DFT - Estágio - Serviço Social;"Para os efeitos da Lei 11.340/2006 – Lei Maria da Penha –, configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral ou patrimonial




I. no âmbito da unidade doméstica, compreendida como o espaço de convívio permanente de pessoas, desde que com vínculo familiar.

II. no âmbito da família, compreendida como a comunidade formada por indivíduos que são ou se consideram aparentados, unidos por laços naturais, por afinidade ou por vontade expressa.

III. em qualquer relação íntima de afeto, na qual o agressor conviva ou tenha convivido com a ofendida, independentemente de coabitação.




Está correto o contido em";"Alternativas
A
I e II, apenas.
B
I e III, apenas.
C
II e III, apenas.
D
I, II e III.";2019;CIEE;TJ-DFT ; CIEE - 2019 - TJ-DFT - Estágio - Serviço Social;;;;;;;;;Estágio Serviço Social;1.0;0.0
960;Ano: 2019 Banca: CIEE Órgão: TJ-DFT Prova: CIEE - 2019 - TJ-DFT - Estágio - Serviço Social;Acerca da assistência à mulher em situação de violência doméstica e familiar, assinale a alternativa correta.;"Alternativas
A
O juiz determinará, por prazo certo, a inclusão da mulher em situação de violência doméstica e familiar no cadastro de programas assistenciais do governo federal, estadual e municipal.
B
O juiz assegurará à mulher em situação de violência doméstica e familiar, para preservar sua integridade física e psicológica, acesso prioritário à remoção apenas quando servidora pública, integrante da administração direta.
C
O juiz assegurará à mulher em situação de violência doméstica e familiar, para preservar sua integridade física e psicológica, manutenção do vínculo trabalhista, quando necessário o afastamento do local de trabalho, por até 1 ano.
D
Compreenderá o acesso aos benefícios decorrentes do desenvolvimento científico e tecnológico, exceto os serviços de contracepção de emergência, nos casos de violência sexual.";2019;CIEE;TJ-DFT ; CIEE - 2019 - TJ-DFT - Estágio - Serviço Social;;;;;;;;;Estágio Serviço Social;1.0;0.0
963;Ano: 2018 Banca: CIEE Órgão: TJ-DFT Prova: CIEE - 2018 - TJ-DFT - Estágio - Psicologia;"Segundo Valadares, sobre violência contra a mulher, marcar C para as afirmativas Certas, E para as Erradas e, após, assinalar a alternativa que apresenta a sequência CORRETA:




( ) Violência moral é entendida como qualquer conduta que configure calúnia, difamação ou injúria.

( ) Violência psicológica é entendida como qualquer conduta que ofenda a sua integridade ou saúde corporal.";"Alternativas
A
C - C.
B
C - E.
C
E - E.
D
E - C.";2018;CIEE;TJ-DFT ; CIEE - 2018 - TJ-DFT - Estágio - Psicologia;;;;;;;;;Estágio Psicologia;0.0;0.0
966;Ano: 2018 Banca: CIEE Órgão: TJ-DFT Prova: CIEE - 2018 - TJ-DFT - Estágio - Serviço Social;"De acordo com a Lei nº 11.340/2006, analisar a sentença abaixo:




Toda mulher, independentemente de classe, raça, etnia, orientação sexual, renda, cultura, nível educacional, idade e religião, goza dos direitos fundamentais inerentes à pessoa humana, sendo-lhe asseguradas as oportunidades e facilidades para viver sem violência, preservar sua saúde física e mental e seu aperfeiçoamento moral, intelectual e social (1ª parte). O poder público desenvolverá políticas que visem garantir os direitos humanos das mulheres no âmbito das relações domésticas e familiares no sentido de resguardá-las de toda forma de negligência, discriminação, exploração, violência, crueldade e opressão (2ª parte).




A sentença está:";"Alternativas
A
Totalmente correta.
B
Correta somente em sua 1ª parte.
C
Correta somente em sua 2ª parte.
D
Totalmente incorreta.";2018;CIEE;TJ-DFT ; CIEE - 2018 - TJ-DFT - Estágio - Serviço Social;;;;;;;;;Estágio Serviço Social;1.0;0.0
969;Ano: 2018 Banca: CIEE Órgão: TJ-DFT Prova: CIEE - 2018 - TJ-DFT - Estágio - Serviço Social;"Com base na Lei nº 11.340/2006 e considerando-se as formas de violência doméstica e familiar contra a mulher, assinalar a alternativa que preenche a lacuna abaixo CORRETAMENTE:




Violência ____________ é entendida como qualquer conduta que configure retenção, subtração, destruição parcial ou total de seus objetos, instrumentos de trabalho, documentos pessoais, bens, valores e direitos ou recursos econômicos, incluindo os destinados a satisfazer suas necessidades.";"Alternativas
A
psicológica
B
 física
C
patrimonial
D
moral";2018;CIEE;TJ-DFT ; CIEE - 2018 - TJ-DFT - Estágio - Serviço Social;;;;;;;;;Estágio Serviço Social;1.0;0.0
972;Ano: 2019 Banca: FUNDATEC Órgão: Prefeitura de Capão da Canoa - RS Provas: FUNDATEC - 2019 - Prefeitura de Capão da Canoa - RS - Assistente Social II ;"O presidente Jair Bolsonaro sancionou, em maio de 2019, mudanças na Lei Maria da Penha para facilitar a aplicação de medidas protetivas de urgência a mulheres ou a seus dependentes em casos de violência doméstica ou familiar. Uma importantíssima alteração foi a inclusão do Art. 12-C na Lei Maria da Penha, cuja redação é a que segue: Verificada a existência de risco atual ou iminente à vida ou à integridade física da mulher em situação de violência doméstica e familiar, ou de seus dependentes, o agressor será imediatamente afastado do lar, domicílio ou local de convivência com a ofendida:
I. Pela autoridade judicial. II. Pelo delegado de polícia, quando o Município não for sede de comarca. III. Pelo policial, quando o Município não for sede de comarca e não houver delegado disponível no momento da denúncia. IV. Por qualquer cidadão que, em ato flagrante, testemunhe situação de violência contra a mulher.

Quais estão corretas?";"Alternativas
A
Apenas I e II.
B
Apenas III e IV.
C
Apenas I, II e III.
D
Apenas II, III e IV.
E
I, II, III e IV.";2019;FUNDATEC;Prefeitura de Capão da Canoa - RS ; FUNDATEC - 2019 - Prefeitura de Capão da Canoa - RS - Assistente Social II ;['art 12-c na lei maria', 'art 12-c'];;['art 12-c na lei maria', 'art 12-c'];['12-c'];;;;;Assistente Social II;1.0;1.0
975;Ano: 2017 Banca: CIEE Órgão: TJ-DFT Prova: CIEE - 2017 - TJ-DFT - Estágio - Serviço Social;"Segundo a Lei nº 11.340/2006 (Lei Maria da Penha), no que concerne ao Título III – Da Assistência à Mulher em Situação de Violência Doméstica e Familiar, Capítulo I – Das Medidas Integradas de Prevenção, a política pública que visa a coibir a violência doméstica e familiar contra a mulher far-se-á por meio de um conjunto articulado de ações da União, dos Estados, do Distrito Federal e dos Municípios e de ações não governamentais, tendo por diretrizes, entre outras, a




I. integração operacional do Poder Judiciário, do Ministério Público e da Defensoria Pública com as áreas de segurança pública, assistência social, saúde, educação, trabalho e habitação.

II. promoção de estudos e pesquisas, estatísticas e outras informações relevantes, com a perspectiva de gênero e de raça ou etnia, concernentes às causas, às consequências e à frequência da violência doméstica e familiar contra a mulher, para a sistematização de dados, a serem unificados nacionalmente, e a avaliação periódica dos resultados das medidas adotadas.

III. implementação de atendimento policial especializado para as mulheres, em particular nas Delegacias de Atendimento à Mulher.

IV. promoção e a realização de campanhas educativas de prevenção da violência doméstica e familiar contra a mulher, voltadas ao público escolar e à sociedade em geral, e a difusão desta Lei e dos instrumentos de proteção aos direitos humanos das mulheres.




É correto o que está contido em
";"Alternativas
A
I e II, apenas.
B
I, II, III e IV.
C
III e IV, apenas.
D
I, II e III.";2017;CIEE;TJ-DFT ; CIEE - 2017 - TJ-DFT - Estágio - Serviço Social;;;;;;['capítulo i'];['título iii'];;Estágio Serviço Social;1.0;0.0
978;Ano: 2017 Banca: CIEE Órgão: TJ-DFT Prova: CIEE - 2017 - TJ-DFT - Estágio - Serviço Social;Segundo a Lei nº 11.340/2006 (Lei Maria da Penha), no que concerne ao Título IV – Dos Procedimentos, Capítulo II – Das Medidas Protetivas de Urgência, Seção I – Disposições Gerais, assinale a alternativa correta.;"Alternativas
A
Recebido o expediente com o pedido da ofendida, caberá ao juiz, no prazo de 24 (vinte e quatro) horas: conhecer do expediente e do pedido e decidir sobre as medidas protetivas de urgência; determinar o encaminhamento da ofendida ao órgão de assistência judiciária, quando for o caso; comunicar ao Ministério Público para que adote as providências cabíveis.
B
As medidas protetivas de urgência poderão ser concedidas de imediato, independentemente de audiência das partes e de manifestação do Ministério Público, devendo este ser prontamente comunicado.
C
As medidas protetivas de urgência poderão ser concedidas pelo juiz, a requerimento do Ministério Público, exclusivamente.
D
É facultativo notificar a ofendida dos atos processuais relativos ao agressor, no que se refere ao ingresso e à saída da prisão.";2017;CIEE;TJ-DFT ; CIEE - 2017 - TJ-DFT - Estágio - Serviço Social;;;;;;['capítulo ii'];['título iv'];;Estágio Serviço Social;1.0;0.0
981;Ano: 2020 Banca: FAFIPA Órgão: Prefeitura de Arapongas - PR Prova: FAFIPA - 2020 - Prefeitura de Arapongas - PR - Psicólogo - 30h;Com relação à lei N.º 11.340, que cria mecanismos para coibir a violência doméstica e familiar contra a mulher, assinale a alternativa CORRETA:;"Alternativas
A
Toda mulher, dependendo da classe, raça, etnia, orientação sexual, renda, cultura, nível educacional, idade e religião, goza dos direitos fundamentais inerentes à pessoa humana, sendo-lhe asseguradas as oportunidades e facilidades para viver sem violência.
B
É uma forma de violência doméstica e familiar contra a mulher a violência patrimonial, entendida como qualquer conduta que configure retenção, subtração, destruição parcial ou total de seus objetos, entre outros.
C
Cabe somente à família e ao poder público criar as condições necessárias para o efetivo exercício dos direitos enunciados na lei.
D
Configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral, exceto o patrimonial.
E
Nenhuma das alternativas anteriores está correta.";2020;FAFIPA;Prefeitura de Arapongas - PR ; FAFIPA - 2020 - Prefeitura de Arapongas - PR - Psicólogo - 30h;;;;;;;;;Psicólogo 30h;0.0;0.0
984;Ano: 2016 Banca: CIEE Órgão: TJ-DFT Prova: CIEE - 2016 - TJ-DFT - Estágio - Serviço Social;"Configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral ou patrimonial




I. no âmbito da unidade doméstica, compreendida como o espaço de convívio permanente de pessoas, com ou sem vínculo familiar, inclusive as esporadicamente agregadas.

II. no âmbito da família, compreendida como a comunidade formada por indivíduos que são ou se consideram aparentados, unidos por laços naturais, por afinidade ou por vontade expressa.

III. em qualquer relação íntima de afeto, na qual o agressor conviva ou tenha convivido com a ofendida, independentemente de coabitação.




É correto o que está contido em";"Alternativas
A
I, II, III.
B
I e III, apenas.
C
I e II, apenas.
D
II e III, apenas.";2016;CIEE;TJ-DFT ; CIEE - 2016 - TJ-DFT - Estágio - Serviço Social;;;;;;;;;Estágio Serviço Social;1.0;0.0
