;enunciado;options;ano;banca;orgao;prova
364;"O Estatuto da Criança e do Adolescente estabelece os princípios que a formação técnico-profissional deve obedecer. Estando tais princípios citados entre os itens abaixo, analise-os: I.Garantia de acesso e frequência obrigatória ao ensino regular. IIAtividade compatível com o desenvolvimento do adolescente. III.Horário especial para o exercício das atividades. IV.Garantia de estágio preparatório remunerado.
Estão CORRETOS, apenas: ";[];2021;AMEOSC;Prefeitura de Guarujá do Sul - SC ; AMEOSC - 2021 - Prefeitura de Guarujá do Sul - SC - Professor Atendimento Educacional Especializado - AEE
365;" O Estatuto da Criança e do Adolescente estabelece os princípios que a formação técnico-profissional deve obedecer. Estando tais princípios citados entre os itens abaixo, analise-os: I.Garantia de acesso e frequência obrigatória ao ensino regular. IIAtividade compatível com o desenvolvimento do adolescente. III.Horário especial para o exercício das atividades. IV.Garantia de estágio preparatório remunerado.  Estão CORRETOS, apenas:
";[];2021;AMEOSC;Prefeitura de Guarujá do Sul - SC ; AMEOSC - 2021 - Prefeitura de Guarujá do Sul - SC - Professor Intérprete de Libras
366;"O Estatuto da Criança e do Adolescente estabelece os princípios que a formação técnico-profissional deve obedecer. Estando tais princípios citados entre os itens abaixo, analise-os: I.Garantia de acesso e frequência obrigatória ao ensino regular. IIAtividade compatível com o desenvolvimento do adolescente. III.Horário especial para o exercício das atividades. IV.Garantia de estágio preparatório remunerado. Estão CORRETOS, apenas: 
";[];2021;AMEOSC;Prefeitura de Guarujá do Sul - SC ; AMEOSC - 2021 - Prefeitura de Guarujá do Sul - SC - Professor - Inglês - Edital 01
367;O Conselho Tutelar realiza o atendimento a uma adolescente que vem apresentando número elevado de faltas na escola. Durante o atendimento, a adolescente relata que foi vítima de violência sexual há cerca de três meses. Segundo estabelecido no ECA, nessa situação, em que há uma notícia de infração penal cometida em face da adolescente, o Conselho Tutelar possui atribuição de:;[];2021;FGV;TJ-RO ; FGV - 2021 - TJ-RO - Analista Judiciário - Pedagogo
368;De acordo com a Lei nº 12.852, de 5 de agosto de 2013, assinale a alternativa CORRETA:;[];2016;ZAMBINI;Prefeitura de Embu das Artes - SP ; ZAMBINI - 2016 - Prefeitura de Embu das Artes - SP - Oficineiros e Agente Cadastrador
369;De acordo com a Lei nº 8.069, de 13 de julho de 1990, assinale a alternativa INCORRETA: ;[];2016;ZAMBINI;Prefeitura de Embu das Artes - SP ; ZAMBINI - 2016 - Prefeitura de Embu das Artes - SP - Oficineiros e Agente Cadastrador
370;"Há trinta anos, foi sancionado o Estatuto da Criança e do Adolescente (ECA), inaugurando a doutrina da proteção integral, que atribui às crianças e aos adolescentes a condição de sujeitos de direitos. Com base no ECA, julgue o item.
Ao se aplicar a medida de proteção, um dos princípios que deverá direcionar a ação é o da proporcionalidade e atualidade, que preconiza que a intervenção deve ser a necessária e adequada à situação de perigo em que a criança ou o adolescente se encontra no momento em que a decisão é tomada. 
";[];2021;Quadrix;CRESS - SE ; Quadrix - 2021 - CRESS - SE - Assistente Social - Agente Fiscal 
371;"Há trinta anos, foi sancionado o Estatuto da Criança e do Adolescente (ECA), inaugurando a doutrina da proteção integral, que atribui às crianças e aos adolescentes a condição de sujeitos de direitos. Com base no ECA, julgue o item. 




A garantia de prioridade à criança e ao adolescente prevista no ECA compreende: a primazia de receber proteção e socorro em quaisquer circunstâncias; a precedência de atendimento nos serviços públicos ou de relevância pública; a preferência na formulação e na execução das políticas sociais públicas; e a destinação privilegiada de recursos públicos nas áreas relacionadas com a proteção à infância e à juventude.
";[];2021;Quadrix;CRESS - SE ; Quadrix - 2021 - CRESS - SE - Assistente Social - Agente Fiscal
372;J. é servidor público municipal e foi informado que, em determinada localidade do município onde exerce atividade vinculada ao serviço social, existe uma casa com menores abandonados. Ao realizar diligência com sua equipe, constatou três crianças sem a presença dos seus pais ou responsáveis. Após pesquisa, é informado pelos vizinhos que os pais realizaram mudança para outro estado da federação sem deixar contato. Diante disso, as crianças são encaminhadas ao Juízo competente que, após os atos necessários, ouvido o Ministério Público, expede documento para que haja o acolhimento em instituição governamental especializada. Nos termos do Estatuto da Criança e do Adolescente, haverá expedição de:;[];2021;SELECON;Prefeitura de Campo Grande - MS ; SELECON - 2021 - Prefeitura de Campo Grande - MS - Guarda Civil Municipal
373;"Com relação ao Estatuto da Criança e do Adolescente, informe se é verdadeiro (V) ou falso (F) para o que se afirma e assinale a alternativa que apresenta a sequência correta.
( ) Nenhuma criança ou adolescente será objeto de qualquer forma de negligência, discriminação, exploração, violência, crueldade e opressão, punido na forma da lei qualquer atentado, por ação ou omissão, aos seus direitos fundamentais. ( ) A criança e o adolescente com deficiência serão atendidos, sem discriminação ou segregação, em suas necessidades gerais de saúde e específicas de habilitação e reabilitação. ( ) Os casos de suspeita ou confirmação de castigo físico, de tratamento cruel ou degradante e de maus-tratos contra criança ou adolescente serão obrigatoriamente comunicados ao Conselho Tutelar da respectiva localidade, sem prejuízo de outras providências legais. ( ) É dever de todos velar pela dignidade da criança e do adolescente, pondo-os a salvo de qualquer tratamento desumano, violento, aterrorizante, vexatório ou constrangedor.";[];2020;Instituto;Prefeitura de Terra Boa - PR ; Instituto UniFil - 2020 - Prefeitura de Terra Boa - PR - Agente Cuidador Residente
374;"O Estatuto da Criança e do Adolescente - ECA, Lei Nº 8.069, de 13 de julho de 1990, dispõe sobre a proteção integral à criança e ao adolescente. Segundo o ECA, a criança e o adolescente gozam de todos os direitos fundamentais inerentes à pessoa humana, sem prejuízo da proteção integral de que trata esta lei, assegurando-lhes, por lei ou por outros meios, todas as oportunidades e facilidades, a fim de lhes facultar o desenvolvimento físico, mental, moral, espiritual e social, em condições de liberdade e de dignidade. O ECA define como direitos fundamentais das crianças e dos adolescentes os direitos: I. à vida e à saúde; II. à liberdade, ao respeito e à dignidade; III. à organização política, por meio de associações partidárias; IV. à convivência familiar e comunitária; V. ao registro veicular para fins de condução automotiva; VI. à educação, à cultura, ao esporte e ao lazer; VII. à profissionalização e à proteção no trabalho.
Estão corretos os itens";[];2019;FADESP;Prefeitura de Marabá - PA ; FADESP - 2019 - Prefeitura de Marabá - PA - Assistente Social
375;"Acerca do direito à educação, à cultura, ao esporte e ao lazer, previsto na Lei n° 8.069/1990, denominada Estatuto da Criança e do Adolescente, analise as afirmativas abaixo:




I. O poder público estimulará pesquisas, experiências e novas propostas relativas a calendário, seriação, currículo, metodologia, didática e avaliação, com vistas à inserção de crianças e adolescentes excluídos do ensino fundamental obrigatório.

II. Caso haja elevados níveis de repetência, os dirigentes de estabelecimentos deverão comunicar apenas os pais.

III. No processo educacional respeitar-se-ão os valores culturais, artísticos e históricos próprios do contexto social da criança e do adolescente, garantindo-se a estes a liberdade da criação e o acesso às fontes de cultura.




Assinale a alternativa correta.";[];2021;IBFC;IAP - PR ; IBFC - 2021 - IAP - PR - Agente de Execução - Técnico de Manejo e Meio Ambiente
376;"O Estatuto da Criança e do Adolescente (ECA - Lei nº 8.069/1990) aborda os direitos fundamentais. Acerca do direito à educação, à cultura, ao esporte e ao lazer, previsto no ECA, analise as afirmativas abaixo e dê valores de Verdadeiro (V) ou Falso (F).




( ) É dever da instituição de ensino, clubes e agremiações recreativas e de estabelecimentos congêneres assegurar medidas de conscientização, prevenção e enfrentamento ao uso ou dependência de drogas ilícitas.

( ) A criança e o adolescente têm direito à educação, visando ao pleno desenvolvimento de sua pessoa, preparo para o exercício da cidadania e qualificação para o trabalho, assegurando-se-lhes direito de organização e participação em entidades estudantis.

( ) É direito dos pais ou responsáveis ter ciência do processo pedagógico, bem como participar da definição das propostas educacionais.




Assinale a alternativa que apresenta a sequência correta de cima para baixo.";[];2021;IBFC;IAP - PR ; IBFC - 2021 - IAP - PR - Agente de Execução - Técnico de Manejo e Meio Ambiente
377;"De acordo com a Lei nº 8.069/1990 - ECA, as medidas de proteção à criança e ao adolescente são aplicáveis sempre que os direitos reconhecidos nesta Lei forem ameaçados ou violados:
I. Por ação ou omissão da sociedade ou do Estado. II. Por falta, omissão ou abuso dos pais ou responsável. III. Em razão de sua conduta.
Está(ão) CORRETO(S):";[];2021;OBJETIVA;Prefeitura de Venâncio Aires - RS ; OBJETIVA - 2021 - Prefeitura de Venâncio Aires - RS - Instrutor de Esportes 
378;"Segundo o Estatuto da Criança e do Adolescente, julgue o item.




As atividades pedagógicas são facultativas durante o período de internação dos adolescentes.  
";[];2021;Quadrix;CRESS-PB ; Quadrix - 2021 - CRESS-PB - Agente Fiscal
379;"Segundo o Estatuto da Criança e do Adolescente, julgue o item.




A medida de internação poderá ser aplicada quando se tratar de ato infracional cometido mediante grave ameaça ou violência à pessoa. 
";[];2021;Quadrix;CRESS-PB ; Quadrix - 2021 - CRESS-PB - Agente Fiscal
380;"Segundo o Estatuto da Criança e do Adolescente, julgue o item.




São gratuitas a averbação do reconhecimento de paternidade no assento de nascimento e a respectiva certidão. 
";[];2021;Quadrix;CRESS-PB ; Quadrix - 2021 - CRESS-PB - Agente Fiscal
381;"Segundo o Estatuto da Criança e do Adolescente, julgue o item.




Considera-se como criança a pessoa com até doze anos de idade incompletos e como adolescente a com idade entre doze e dezoito anos. 
";[];2021;Quadrix;CRESS-PB ; Quadrix - 2021 - CRESS-PB - Agente Fiscal
382;"O Conselho Tutelar é um órgão permanente e autônomo, não jurisdicional, encarregado de zelar pelo cumprimento dos direitos das crianças e dos adolescentes definidos no Estatuto da Criança e do Adolescente (Lei Federal nº 8.090, de 1990).
Não é atribuição do Conselho Tutelar";[];2021;FCM;Prefeitura de Bela Vista de Minas - MG ; FCM - 2021 - Prefeitura de Bela Vista de Minas - MG - Assistente Social - Departamento de Saúde
383;"Acerca da atuação do Ministério Público nos procedimentos que envolvam a proteção de criança e adolescente, julgue o item seguinte. 
A legitimidade ativa para proposição de ação de destituição do poder familiar é exclusiva do Ministério Público.
";[];2021;CESPE;MPE-SC ; CESPE / CEBRASPE - 2021 - MPE-SC - Promotor de Justiça Substituto - Prova 2
384;"Acerca da atuação do Ministério Público nos procedimentos que envolvam a proteção de criança e adolescente, julgue o item seguinte. 
O membro do Ministério Público com competência em matéria de infância e juventude de natureza não infracional detém a atribuição de inspeção pessoal dos serviços de acolhimento institucional e dos programas de acolhimento familiar sob sua alçada.
";[];2021;CESPE;MPE-SC ; CESPE / CEBRASPE - 2021 - MPE-SC - Promotor de Justiça Substituto - Prova 2
385;"Quanto às infrações administrativas praticadas contra criança e adolescente, julgue o próximo item.
A ausência de indicação de limites de idade em anúncios de peças teatrais e filmes constitui infração administrativa consumada pela mera divulgação, mas somente passível de multa a partir da reincidência. 
";[];2021;CESPE;MPE-SC ; CESPE / CEBRASPE - 2021 - MPE-SC - Promotor de Justiça Substituto - Prova 2
386;"Quanto às infrações administrativas praticadas contra criança e adolescente, julgue o próximo item.
Embora constitua infração administrativa, a obstrução ao exercício da ampla defesa e do contraditório não enseja aplicação de sanção.
";[];2021;CESPE;MPE-SC ; CESPE / CEBRASPE - 2021 - MPE-SC - Promotor de Justiça Substituto - Prova 2
